,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,log_area
277,3,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,10.73,2.462149662665384
278,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,22.03,3.136797713832594
279,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21,8.5,0.0,9.77,2.3767644911682972
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59,4.9,0.0,9.27,2.329227023940467
281,6,5,12,2,85.4,25.4,349.7,2.6,5.1,24,8.5,0.0,24.77,3.2492110246642736
282,6,3,2,7,84.9,27.5,353.5,3.4,4.2,51,4.0,0.0,0.0,0.0
283,3,4,2,3,86.9,6.6,18.7,3.2,8.8,35,3.1,0.0,1.1,0.7419373447293773
284,5,4,2,5,85.2,4.9,15.8,6.3,7.5,46,8.0,0.0,24.24,3.228430037673012
285,2,5,7,7,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,0.0
286,7,6,7,3,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0.0,0.0
287,7,4,7,6,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,0.0
288,7,4,7,6,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,0.0
289,7,4,7,6,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,0.0
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,0.0
291,9,4,7,6,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,2.1972245773362196
292,4,5,7,5,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,1.2919836816486494
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,4.471067201464611
294,8,6,7,2,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,2.0241930674493576
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,0.0
296,6,4,6,7,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,0.6418538861723947
297,8,6,6,7,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,0.0
298,8,6,6,3,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,0.0
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90,2.7,0.0,0.0,0.0
300,6,5,6,1,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,0.0
301,6,5,6,1,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,1.5085119938441398
302,3,6,6,5,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,0.0
303,3,6,6,5,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,0.0
304,6,5,5,6,85.1,28.0,113.8,3.5,11.3,94,4.9,0.0,0.0,0.0
305,1,4,9,7,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,0.0
306,7,4,9,7,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,0.34358970439007686
307,3,4,9,7,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,1.8213182714695995
308,2,4,9,7,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,0.0
309,2,4,9,7,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,0.0
310,7,4,9,7,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,0.0
311,6,3,9,7,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,2.727199019940971
312,2,4,9,7,50.4,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,0.0
313,6,5,9,3,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,0.0
314,4,4,9,3,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,0.9477893989335261
315,3,4,9,3,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,0.0
316,4,5,9,4,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,0.0
317,4,4,9,4,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,1.5644405465033644
318,6,5,9,4,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,0.0
319,5,4,9,4,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,1.6882490928583902
320,6,3,9,4,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,3.5655812377694427
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,2.105352923464337
322,6,5,9,4,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,0.6981347220709843
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,1.1568811967920856
324,6,5,9,4,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,1.6900958154515549
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,0.0
326,5,4,9,6,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,0.0
327,6,5,9,6,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,0.0
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,0.0
329,4,3,9,6,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,1.4655675420143985
330,3,3,9,6,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,2.0255131996542803
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,2.8118094353930627
332,4,4,9,6,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,2.503073953743449
333,1,4,9,1,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,1.1410330045520618
334,2,3,9,1,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,0.0
335,4,3,9,1,91.6,108.4,764.0,6.2,9.8,86,1.8,0.0,0.0,0.0
336,7,4,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,0.0
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34,2.2,0.0,56.04,4.04375277610604
338,8,6,9,1,91.6,108.4,764.0,6.2,22.7,35,2.2,0.0,7.48,2.1377104498038118
339,2,4,9,1,91.6,108.4,764.0,6.2,20.4,41,1.8,0.0,1.47,0.9042181506398858
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,3.93,1.5953389880545987
341,8,6,9,1,91.9,111.7,770.3,6.5,15.7,51,2.2,0.0,0.0,0.0
342,6,3,9,1,91.5,130.1,807.1,7.5,20.6,37,1.8,0.0,0.0,0.0
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51,4.5,0.0,2.18,1.1568811967920856
344,6,3,9,1,91.5,130.1,807.1,7.5,12.2,66,4.9,0.0,6.1,1.9600947840472698
345,2,2,9,1,91.5,130.1,807.1,7.5,16.8,43,3.1,0.0,5.83,1.9213246735826988
346,1,4,9,1,91.5,130.1,807.1,7.5,21.3,35,2.2,0.0,28.19,3.3738261848660236
347,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,0.0,0.0
348,3,4,9,5,92.1,99.0,745.3,9.6,17.4,57,4.5,0.0,0.0,0.0
349,5,4,9,5,92.1,99.0,745.3,9.6,12.8,64,3.6,0.0,1.64,0.9707789171582247
350,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75,3.6,0.0,3.71,1.5496879080283263
351,4,4,9,5,92.1,99.0,745.3,9.6,15.4,53,6.3,0.0,7.31,2.1174596088673567
352,7,4,9,5,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,2.03,1.1085626195212777
353,7,4,9,5,92.1,99.0,745.3,9.6,19.8,47,2.7,0.0,1.72,1.000631880307906
354,7,4,9,5,92.1,99.0,745.3,9.6,18.7,50,2.2,0.0,5.97,1.9416152247724325
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,13.06,2.643333886382519
356,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35,4.9,0.0,1.26,0.8153648132841944
357,6,3,9,5,92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,0.0
358,6,3,9,5,92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0,0.0
359,1,4,9,5,92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,2.21046980408624
360,6,5,9,5,92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,0.7371640659767196
361,4,3,9,5,92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,1.597365331199831
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,0.41871033485818504
363,4,3,9,2,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,1.3686394258811698
364,6,5,9,2,91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,1.8946168546677629
365,6,5,9,2,91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,3.0459499897146083
366,4,5,9,2,91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,1.0116009116784799
367,4,5,9,2,91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,0.0
368,6,5,9,6,91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,2.613006652415316
369,4,5,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,0.0,0.0
370,7,4,9,7,91.0,276.3,825.1,7.1,13.8,77,7.6,0.0,11.06,2.4898941912990393
371,3,4,7,3,91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,0.0
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,0.0
373,5,4,8,4,94.8,222.4,698.6,13.9,20.3,42,2.7,0.0,0.0,0.0
374,6,5,9,5,90.3,290.0,855.3,7.4,10.3,78,4.0,0.0,18.3,2.9601050959108397
375,6,5,9,6,91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,3.6975913947159578
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,0.0
377,2,2,8,6,93.7,231.1,715.1,8.4,21.9,42,2.2,0.0,174.63,5.168379509433644
378,6,5,3,4,90.9,18.9,30.6,8.0,8.7,51,5.8,0.0,0.0,0.0
379,4,5,1,7,18.7,1.1,171.4,0.0,5.2,100,0.9,0.0,0.0,0.0
380,5,4,7,3,93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,2.166765369851511
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,2.8524391037275145
382,8,6,8,3,95.2,217.7,690.0,18.0,28.2,29,1.8,0.0,5.86,1.925707441737794
383,9,6,8,4,91.6,248.4,753.8,6.3,20.5,58,2.7,0.0,42.87,3.7812307151781224
384,8,4,8,6,91.6,273.8,819.1,7.7,21.3,44,4.5,0.0,12.18,2.578700529074361
385,2,4,8,7,91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,2.833213344056216
386,3,4,9,7,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,3.2422016501716975
387,5,5,3,4,90.9,18.9,30.6,8.0,11.6,48,5.4,0.0,0.0,0.0
388,6,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,28.74,3.392492941032009
389,7,4,8,5,94.8,227.0,706.7,12.0,23.3,34,3.1,0.0,0.0,0.0
390,7,4,2,1,84.7,9.5,58.3,4.1,7.5,71,6.3,0.0,9.96,2.3942522815198695
391,8,6,9,5,91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,3.4397768636296306
392,1,3,9,7,91.0,276.3,825.1,7.1,21.9,43,4.0,0.0,70.76,4.27332721775054
393,2,4,3,2,93.4,15.0,25.6,11.4,15.2,19,7.6,0.0,0.0,0.0
394,6,5,2,1,84.1,4.6,46.7,2.2,5.3,68,1.8,0.0,0.0,0.0
395,4,5,2,7,85.0,9.0,56.9,3.5,10.1,62,1.8,0.0,51.78,3.966132331075178
396,4,3,9,7,90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,1.534714366238164
397,5,6,8,7,91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,1.5325568680981427
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32,3.1,0.0,0.0,0.0
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,0.0
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,2.214846178686039
401,3,4,9,4,91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,1.7833912195575383
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36,4.0,0.0,0.0,0.0
403,8,6,8,4,90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,0.0
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34,2.2,0.0,6.04,1.951608170169951
405,2,2,8,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0.0,0.0,0.0
406,6,5,9,6,87.1,291.3,860.6,4.0,17.0,67,4.9,0.0,3.95,1.599387576580599
407,4,5,2,6,84.7,8.2,55.0,2.9,14.2,46,4.0,0.0,0.0,0.0
408,4,3,9,5,90.3,290.0,855.3,7.4,19.9,44,3.1,0.0,7.8,2.174751721484161
409,1,4,7,2,92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,0.0
410,6,3,2,5,84.1,7.3,52.8,2.7,14.7,42,2.7,0.0,0.0,0.0
411,7,4,2,5,84.6,3.2,43.6,3.3,8.2,53,9.4,0.0,4.62,1.7263316639055997
412,9,4,7,1,92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,0.9669838461896731
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33,3.6,0.0,0.0,0.0
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50,4.0,0.0,0.0,0.0
415,8,6,8,4,94.8,222.4,698.6,13.9,27.5,27,4.9,0.0,746.28,6.616439947564594
416,6,3,7,2,92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,2.081938421878423
417,6,5,3,3,93.4,17.3,28.3,9.9,13.8,24,5.8,0.0,0.0,0.0
418,2,4,8,7,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,1.235471471385307
419,2,5,8,7,91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,1.3987168811184478
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36,4.5,0.0,185.76,5.229824370102736
421,2,4,8,3,95.2,217.7,690.0,18.0,30.8,19,4.5,0.0,0.0,0.0
422,8,6,7,7,88.9,263.1,795.9,5.2,29.3,27,3.6,0.0,6.3,1.9878743481543455
423,1,3,9,6,91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,0.5423242908253617
424,8,6,8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,0.0,4.96,1.7850704810772584
425,2,2,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,0.0
426,8,6,8,4,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,0.0,0.0
427,2,4,8,1,92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,1.208960345836975
428,1,3,8,4,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.0,0.0
429,3,4,8,7,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,1.4350845252893227
430,7,4,9,4,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.0,0.0
431,1,3,8,6,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,1.9960599327407849
432,8,6,8,4,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.0,0.0
433,2,4,8,7,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,2.7936160894318567
434,1,4,8,5,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.0,0.0
435,2,5,7,6,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,0.0
436,8,6,8,1,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,0.43178241642553783
437,8,6,8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.0,0.0
438,2,5,8,6,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,2.005525858729668
439,1,3,9,5,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,0.28517894223366247
440,5,4,9,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.0,0.0
441,8,6,8,1,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,0.8020015854720274
442,6,5,4,1,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,1.4701758451005926
443,1,2,7,5,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0,0.0
444,2,5,9,5,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,2.3942522815198695
445,5,5,8,7,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0,0.0
446,6,5,8,7,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,0.0
447,3,4,3,3,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0,0.0
448,7,4,9,3,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.0,0.0
449,7,4,8,7,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,0.0
450,4,5,8,3,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,2.005525858729668
451,1,4,8,5,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,2.3711778844596574
452,7,4,8,1,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.0,0.0
453,4,5,8,4,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0,0.0
454,3,4,8,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0,0.0
455,3,4,7,1,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.0,0.0
456,2,4,8,4,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.0,0.0
457,1,4,8,3,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,4.427836170705175
458,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,1.463255402256019
459,7,4,8,6,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,1.0784095813505903
460,2,5,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,0.0
461,8,6,8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0,0.0
462,1,4,9,7,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,1.5496879080283263
463,6,5,2,2,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,1.8547342683894434
464,6,4,2,2,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,1.144222799920162
465,2,2,2,6,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,2.0592388343623163
466,6,5,3,1,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,1.430311246536665
467,3,4,3,3,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,1.8794650496471605
468,6,5,3,4,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,2.0294631718735947
469,6,3,4,7,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,4.129228964075603
470,5,4,4,7,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0,0.0
471,4,3,5,5,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,3.675794214565281
472,8,3,6,1,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,1.0784095813505903
473,9,4,6,6,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,4.267176792994939
474,4,3,6,4,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,2.405141681319138
475,2,5,6,4,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,1.4327007339340463
476,4,3,7,4,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,1.0152306797290584
477,4,3,7,7,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,2.1234584270966104
478,7,4,7,7,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,1.1662709371419244
479,7,4,7,1,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,5.633109621361155
480,9,9,7,4,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,1.3217558399823195
481,4,3,7,4,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,0.0
482,3,4,8,7,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,0.8285518175661483
483,8,6,8,7,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.0,0.0
484,2,5,8,7,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,3.311637304949512
485,2,4,8,1,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,1.1216775615991057
486,5,4,8,2,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,1.0986122886681098
487,5,4,8,2,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,2.856470206220483
488,4,4,8,2,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,3.8649313978942956
489,4,4,8,3,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.0,0.0
490,4,4,8,3,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0,0.0
491,4,4,8,4,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.0,0.0
492,1,3,8,5,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0,0.0
493,1,3,8,5,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,3.7914360424390283
494,6,6,8,6,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,2.2607208888953467
495,6,6,8,1,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0,0.0
496,4,5,8,1,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,1.3270750014599193
497,3,4,8,2,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,2.7523860149222616
498,6,5,8,2,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,3.726656818447966
499,7,5,8,2,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,2.469793011977952
500,8,6,8,2,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,0.0
501,7,5,8,2,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0,0.0
502,4,4,8,2,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.0,0.0
503,2,4,8,3,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,1.0818051703517284
504,4,3,8,3,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,3.923753928303845
505,1,2,8,4,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,1.916922612182061
506,1,2,8,5,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0,0.0
507,2,4,8,5,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,0.0
508,1,2,8,5,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,0.0
509,5,4,8,5,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,1.1537315878891892
510,6,5,8,5,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,0.3576744442718159
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.0,0.0
512,4,3,8,7,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44,2.0068708488450007
513,2,4,8,7,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,4.012592060349841
514,7,4,8,7,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16,2.498151876538021
515,1,4,8,6,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0,0.0
516,6,3,11,2,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.0,0.0
